公会名,未出刀人数,Unnamed: 2,rank,point
おしご党,1.0,,1112,86026260573774.0
ほたて,1.0,,1113,84874130959910.0
【驚寒の殿堂】,1.0,,1114,83532381677173.0
ゆるゆるサークル,1.0,,1115,83106771615008.0
シン・エスパルス,2.0,,1116,82889887406228.0
めぐさや好好部,1.0,,1117,82835832712349.0
μARLL’s,1.0,,1118,82796834837967.0
フラワースパーク,1.0,,1119,82675142426796.0
ゆるゆる無言,0.0,,1120,82500261519075.0
魚腹捕,1.0,,1121,82170774877805.0
CANVELS,0.0,,1122,82166572270543.0
白ひげ海賊団,2.0,,1123,82150163604965.0
梢先輩の歌声好き,19.0,,1124,81978151330329.0
星楽派樺,0.0,,1125,81777262229068.0
Solo,1.0,,1126,81753075468826.0
まったり猫,0.0,,1127,80417715657487.0
蓮ノ空温活部,2.0,,1128,80011243768818.0
ぼっちサイコー！,1.0,,1129,79958942114657.0
???,1.0,,1130,79808418454277.0
25時、残陽で。,9.0,,1131,78429670254485.0
チュロスの旅,1.0,,1132,77755158916090.0
蓮っ子(28%),1.0,,1133,77459082935952.0
生きてるだけ偉い,16.0,,1134,77372204708696.0
こずぎんかほ,0.0,,1135,76386680600817.0
まったり　無言,5.0,,1136,75621624138198.0
心堅石穿,1.0,,1137,75537394497166.0
光の星,2.0,,1138,74416850228402.0
蓮ノ空隣人部,2.0,,1139,74377355600767.0
牛頭ﾉ空馬頭学院,2.0,,1140,74193333834657.0
だらけ屋本舗,0.0,,1141,73601548007543.0
月月火水木金金♪,1.0,,1142,73156714621496.0
博士課程準備中,1.0,,1143,72804300301521.0
サークル戦連合軍,1.0,,1144,72152374025312.0
JIMOAI,3.0,,1145,72082516867245.0
推しを愛する者達,1.0,,1146,71877812771547.0
涅槃寂静,2.0,,1147,71817202016709.0
ろーたすぺたる！,6.0,,1148,71300071988125.0
蓮ノ空ガノタ部,0.0,,1149,70903595883251.0
蓮ノ空∞園芸部,4.0,,1150,70290727163014.0
日豊本線ソロの会,0.0,,1151,70206643696916.0
ほげほげ,1.0,,1152,70180309557449.0
フェッテ,1.0,,1153,69742374894912.0
めぐ党大沢事務所,7.0,,1154,69247838908041.0
hmm,1.0,,1155,68771151710395.0
蓮ノ空WATCH,2.0,,1156,68757594605011.0
ナイトオブパスタ,1.0,,1157,68732604715194.0
ライブグランプリ,1.0,,1158,68426777516278.0
蓮ノ空P活クラブ,2.0,,1159,68362707122354.0
蓮沼の会,1.0,,1160,67968407223300.0
キンカンナマナマ,1.0,,1161,67641603025808.0
伊達ヶ丘,2.0,,1162,67461261217830.0
103最後の自用,0.0,,1163,66820120001885.0
蓮ノ空地域鉄道部,1.0,,1164,66546780263827.0
引田町民詰所,1.0,,1165,66031900914061.0
無名,1.0,,1166,65744054597098.0
VALORANT,6.0,,1167,65316325072285.0
アフター視聴,2.0,,1168,64684970256287.0
蓮ノ空野球部(仮,2.0,,1169,64479198706950.0
ドルケスキスキ部,7.0,,1170,64226605314572.0
蓮ノ空風紀委員会,1.0,,1171,63350170038767.0
儚無水木,1.0,,1172,62478495168523.0
蓮サークル,0.0,,1173,62278704611950.0
ムキムキカボチャ,0.0,,1174,61534123516280.0
肥満児芸楽部,1.0,,1175,61409813567737.0
3501E,1.0,,1176,61300947360798.0
さやかの首のあざ,1.0,,1177,61253687162652.0
(T ^ T),0.0,,1178,61236356494413.0
金沢サニーランド,2.0,,1179,60793252594640.0
行き場無い流れ者,1.0,,1180,60495284877594.0
蓮ノ空を見守る会,11.0,,1181,60455072118784.0
めぐぱい党,2.0,,1182,59865630129893.0
鉄花団,1.0,,1183,59738928535144.0
蓮の季節,1.0,,1184,59718070497937.0
小平,1.0,,1185,59414632993205.0
ジェミニ,1.0,,1186,59207716339594.0
機械さんと仲良く,2.0,,1187,59200621943620.0
愛と想いやり,9.0,,1188,58918554397327.0
Eサークル,1.0,,1189,58783254046700.0
蓮が大好きクラブ,4.0,,1190,58282133873808.0
お寿司好きクラブ,3.0,,1191,58221572250547.0
はすおじっ！,2.0,,1192,57511787217127.0
いつものメンバー,0.0,,1193,57410833709823.0
てつP,0.0,,1194,57389684876514.0
ごろちゃんず,4.0,,1195,57336776908548.0
個人主義,1.0,,1196,57150104225566.0
中国愛蓮同好会,10.0,,1197,56580074354224.0
汚れてゆく花びら,1.0,,1198,56572100235135.0
平日忙しい人たち,1.0,,1199,56354447179092.0
蓮ノ空無限加速部,3.0,,1200,55581378958594.0
りんくらぱーく！,1.0,,1201,55575779945584.0
日語漢語蓮愛団,6.0,,1202,55569594229174.0
悠悠閑閑サークル,1.0,,1203,55446834190846.0
スリケスぱーく,2.0,,1204,55265525320486.0
2駅先の廃商店街,0.0,,1205,54989300615071.0
ご隠居様方の集い,4.0,,1206,54694465828309.0
蓮ノ空海賊団,1.0,,1207,54448521226441.0
123,0.0,,1208,54109318747942.0
フリーフラワーズ,1.0,,1209,53919888766092.0
センチメンタル,1.0,,1210,53475368297651.0
撫子祭,0.0,,1211,53330717736881.0
リ!リ!リ！,8.0,,1212,53301570849624.0
壁民の集い,1.0,,1213,53140797707939.0
ハスフラスコ,1.0,,1214,53039123796579.0
華鳥風月,0.0,,1215,52702272164091.0
さやか推し♪,1.0,,1216,52346328545461.0
どら,2.0,,1217,51980721443932.0
いたニキハウス,1.0,,1218,51958615312640.0
テスト,2.0,,1219,51328176761888.0
無言初心者お試し,9.0,,1220,51326359207705.0
毎日がエヴリデイ,0.0,,1221,51304922308890.0
田中団,2.0,,1222,50601129692209.0
蓮ちゃん好き,1.0,,1223,50464267781614.0
L！L！ラ！,1.0,,1224,50190070328744.0
DJかちまち,1.0,,1225,49724773849323.0
ドはドドドのド,1.0,,1226,49456132517182.0
金沢住んでます,0.0,,1227,49270376400896.0
加能がにはうまい,1.0,,1228,49262908585147.0
蓮ノ空×アイカツ,0.0,,1229,48860992152814.0
やさいせいかつ,0.0,,1230,48791986979336.0
Lyric,6.0,,1231,48642930623615.0
シベリア送りだ。,0.0,,1232,48311718216493.0
蓮っ子北海道支部,2.0,,1233,48203294709828.0
夏の空色,0.0,,1234,48006461346676.0
蓮ノ空後方支援部,8.0,,1235,46334784037058.0
魚肉セーソージ,0.0,,1236,45770965256312.0
freebird,0.0,,1237,45343733121912.0
Ssss,0.0,,1238,44430570188316.0
with Us,1.0,,1239,44261734474727.0
蓮ノ休日出勤,2.0,,1240,44257205386192.0
梢サマー,1.0,,1241,43958659603452.0
石川県不審者情報,2.0,,1242,43882553325854.0
ソラネル,1.0,,1243,43769533930101.0
誰推しでも,2.0,,1244,43405305760036.0
みらくらぶ♡,0.0,,1245,43242507626663.0
浦の空,1.0,,1246,43083352127491.0
りんくら部,2.0,,1247,42938542075245.0
めぐ糖,1.0,,1248,42893818707484.0
#蓮ノ空相撲部,1.0,,1249,42719594317240.0
めろんおいしい,1.0,,1250,42449806345910.0
こやんいくらぶ,2.0,,1251,42399261817921.0
吟子ちゃん応援団,0.0,,1252,42328785187579.0
flourish,2.0,,1253,42066561164116.0
蓮ぼっち同好会,1.0,,1254,42025975154315.0
泥の民,4.0,,1255,42010346400594.0
自由さーくる,4.0,,1256,41908669185961.0
コミュ障,1.0,,1257,41873294603768.0
綴理連邦軍,2.0,,1258,41689823699666.0
みらくら推し,0.0,,1259,41632033547644.0
かほめぐ至上主義,2.0,,1260,41228919897946.0
沙知党の片割れ,0.0,,1261,40674705219393.0
蓮ノ空空域,0.0,,1262,40505708984903.0
梢先輩大好き軍,4.0,,1263,40440749083979.0
ま,0.0,,1264,40247422042677.0
ひめまつき,2.0,,1265,39818331068147.0
ルリ×ギン待望論,1.0,,1266,39778142232280.0
私の自由ダァー！,2.0,,1267,39730823719844.0
ぴんそん,0.0,,1268,39600149188291.0
さやのごはん,1.0,,1269,39466433625808.0
リンクラゆるぼ,1.0,,1270,39253250436307.0
まこ鎮魂,1.0,,1271,39223415075731.0
ンゴ,0.0,,1272,38530681124232.0
好き好きクラブ,1.0,,1273,37378148511080.0
覇王樹LL同好会,1.0,,1274,37179364275948.0
ふらわー,0.0,,1275,36980337735000.0
異次元のP達,0.0,,1276,36944842847235.0
宮尾美也学会,1.0,,1277,36917417244143.0
トップハムハット,0.0,,1278,36825848669748.0
ちーむUK,0.0,,1279,36010302270040.0
むじな部,3.0,,1280,35580490088287.0
秋の暮れ燃える赤,0.0,,1281,35564384047136.0
ボクら,2.0,,1282,35412557618859.0
イーハトーブ,1.0,,1283,35354262969439.0
ゆるゆるアーリー,2.0,,1284,35312324702327.0
つづさや党,1.0,,1285,35149013103837.0
凛明館女学院,1.0,,1286,35118188177505.0
なるほどねぃ。,1.0,,1287,34393415919412.0
スケイプゴート,0.0,,1288,34171088137967.0
蓮の空サークル,1.0,,1289,33913467357891.0
蓮ノ空山嶽部,0.0,,1290,33730952299617.0
うぐぇ,1.0,,1291,33526201479955.0
ぼっちぼっち,0.0,,1292,33477749358510.0
16代目いぶき組,3.0,,1293,33455006269334.0
ふくふくわんこ,0.0,,1294,33188537290603.0
アシュラム,1.0,,1295,32938391181160.0
モヒカン,1.0,,1296,32726264901227.0
技大アイドル部,1.0,,1297,32085958261533.0
尊みの下僕の集い,1.0,,1298,31315765566024.0
瑠璃色ストラップ,0.0,,1299,31176344037519.0
梢先輩の後輩,1.0,,1300,30605361956339.0
蓮ノ空太陽神ラー,1.0,,1301,30404653963198.0
ダージリン倶楽部,1.0,,1302,30353167334967.0
蓮ノ空過食クラブ,7.0,,1303,30145058532267.0
t,2.0,,1304,30059205837292.0
花さかニャンコ,1.0,,1305,29931914522094.0
虹蓮中国同好会,2.0,,1306,29921914856614.0
迫真謡舞踊部,0.0,,1307,29584426041787.0
パドマシューニャ,1.0,,1308,29469277292551.0
JazzPark,0.0,,1309,29314332495588.0
スリブのオタク,1.0,,1310,29261032786197.0
蓮ノ空お昼寝部,10.0,,1311,29229416710468.0
料亭さやかほ処,1.0,,1312,29090307800162.0
慈愛倶楽部,1.0,,1313,28987282221437.0
茅バール,6.0,,1314,28899461212295.0
蓮ノ平日,0.0,,1315,28876396129722.0
さーくる,0.0,,1316,28847761836247.0
ご自由に,1.0,,1317,28736719867139.0
お茶にしましょう,1.0,,1318,28726331880833.0
SoloCirc,0.0,,1319,28658988316286.0
サンクルミエール,0.0,,1320,28615890958761.0
ZECT,4.0,,1321,28569074679092.0
渋,0.0,,1322,28511759936490.0
わおわおの集い,0.0,,1323,28147710393444.0
うにくん,0.0,,1324,28107494609570.0
KGL!,2.0,,1325,28103425388676.0
サークル名,1.0,,1326,28094102483244.0
蓮ノ空計画,1.0,,1327,27980488295172.0
てんてこまい,0.0,,1328,27610355512983.0
蓮みん,2.0,,1329,27564182954396.0
サークル(個人),0.0,,1330,27538681847054.0
梢画伯工房(Фω,0.0,,1331,27481695735017.0
蓮を継ぐ者,2.0,,1332,27396934125739.0
大倉庫救助隊,7.0,,1333,27289601509974.0
な,1.0,,1334,27035801268310.0
霊使いリンクラ部,1.0,,1335,26887325162956.0
無言の行,2.0,,1336,26757677210644.0
蓮ノ空寝そ同好会,0.0,,1337,26617057913805.0
神と猫の集い,0.0,,1338,26436120682355.0
メ！メ！メ！グ♡,1.0,,1339,26241360015093.0
チーム満足,1.0,,1340,26214264107012.0
かぎっ娘クラブ,1.0,,1341,26154568279060.0
ミリしら蓮ノ空,1.0,,1342,26124684826047.0
忠南大學校,1.0,,1343,26086747219051.0
アトリエ,0.0,,1344,26041939392242.0
学級委員,1.0,,1345,25876328885528.0
お台場in金沢,1.0,,1346,25562482966048.0
音浦虹結蓮,1.0,,1347,25477246281158.0
蓮ノ空手芸部,0.0,,1348,25436408772437.0
蓮ノ空釣行部,2.0,,1349,25399464830837.0
FLAfを見る会,1.0,,1350,25398449502138.0
蓮女コップ研究会,0.0,,1351,25398203231626.0
ひとりぼっち,2.0,,1352,25370815434376.0
ドリームガーデン,1.0,,1353,25263486499408.0
オリー王,1.0,,1354,25096283196554.0
ソロソロそろーり,1.0,,1355,24970402648337.0
のんびりん,2.0,,1356,24821529367776.0
ガチ初心,1.0,,1357,24228747319534.0
モブモブ団,1.0,,1358,24147317079321.0
ゆったり同好会,7.0,,1359,24134898660303.0
一人用,2.0,,1360,24033425727320.0
フラワー(仮),2.0,,1361,24032993241927.0
イベント用円,1.0,,1362,23819928626977.0
ゴード！ド！ド！,1.0,,1363,23818091133554.0
スリブとまったり,11.0,,1364,23603948097011.0
やっぱリエラ,3.0,,1365,23464332754443.0
Lovenico,5.0,,1366,23202983541811.0
蓮ノ空女学院寮,0.0,,1367,23025723137209.0
徳島,1.0,,1368,23020081455010.0
Bigカツ同好会,1.0,,1369,22950733307915.0
WINS蓮ノ空,1.0,,1370,22740452775840.0
人見知りクラブ,0.0,,1371,22728783742640.0
(*´°`*),2.0,,1372,22375121058418.0
るりめぐ尊い,1.0,,1373,22360665292667.0
はらまき,1.0,,1374,22141650350264.0
黒猫の散歩道,1.0,,1375,21873005411753.0
さやさやびー,1.0,,1376,21541077856403.0
棄民の王,0.0,,1377,21465823855864.0
PiONA,2.0,,1378,21226586827884.0
スキマカゼ,0.0,,1379,21158853328703.0
みらぱ♡大三角,1.0,,1380,20750579078976.0
フレーズフルール,1.0,,1381,20294019419442.0
qq,1.0,,1382,20247394945639.0
はこおし,1.0,,1383,20246516101305.0
だんぼーる,0.0,,1384,20184948452387.0
目指すは上位帯,1.0,,1385,19957012928407.0
ぶたばこ,2.0,,1386,19833406034170.0
天才＝オレ,1.0,,1387,19748746855626.0
自由ノ空,1.0,,1388,19631083085965.0
同輩,0.0,,1389,19606441373682.0
蓮のソラ,0.0,,1390,19569317656036.0
きんかんなまなま,1.0,,1391,19452002792204.0
自由,6.0,,1392,19388880765849.0
J⚽x蓮サポ,0.0,,1393,19279055807169.0
蓮の花を見る会,1.0,,1394,19179415194038.0
強制弾かれ部位,2.0,,1395,19083051273430.0
放置少女,0.0,,1396,19015171281761.0
ふあああ,1.0,,1397,19011253177416.0
めぐ党韓国支部,3.0,,1398,18832096615349.0
ロタテオン,1.0,,1399,18823844210288.0
夕凪P極進会,0.0,,1400,18774905890338.0
玉狛第２,1.0,,1401,18726475785269.0
欲にまみれた梢,2.0,,1402,18537805674139.0
猿ノ空男学院,3.0,,1403,18344764333355.0
Hasucord,4.0,,1404,18247852415685.0
蓮ノ空好き！,1.0,,1405,18154787020708.0
シトラス,1.0,,1406,18048246200147.0
こたつ,0.0,,1407,18036261170654.0
さやかの村,0.0,,1408,17937144617828.0
筑波大ラ研,2.0,,1409,17922135231829.0
PizzaChi,0.0,,1410,17879373152393.0
指出と指出検地,1.0,,1411,17770118055522.0
楽しみ隊,1.0,,1412,17745366517141.0
Aqours推し,1.0,,1413,17743660093307.0
mud部,1.0,,1414,17579549021933.0
ツナガルソラ,2.0,,1415,17534896728411.0
異次元からの者,8.0,,1416,17529522237483.0
蓮ノ空を信じろ,3.0,,1417,17456136296165.0
朝雲,1.0,,1418,17436885517105.0
やめました,1.0,,1419,17319135273422.0
初心者サークル,2.0,,1420,17230238493059.0
しょしんしゃ,0.0,,1421,17194898092354.0
naoハル,2.0,,1422,17015420751348.0
さやかほ家系。,1.0,,1423,16972080685461.0
CANARiA,5.0,,1424,16938319889717.0
サークル名を入力,0.0,,1425,16922867338287.0
明星,1.0,,1426,16914774406876.0
鈍色の空,1.0,,1427,16902862852839.0
乙宗喫茶店,7.0,,1428,16736545655207.0
蓮とは,0.0,,1429,16525202527035.0
壁の向こう見隊,1.0,,1430,16380784967333.0
泥…ご期待下さい,1.0,,1431,16370885376167.0
ゆばーな同好会,1.0,,1432,16370816990785.0
アケフェスいくぜ,1.0,,1433,15781578395440.0
とんと,1.0,,1434,15759395202079.0
スローライフ,0.0,,1435,15719631965711.0
てきとー,1.0,,1436,15713874844547.0
こんにちわ〜,1.0,,1437,15687215169885.0
アルカディア号,0.0,,1438,15624986013706.0
綴理しか勝たん。,6.0,,1439,15503603734724.0
花うさぎ,3.0,,1440,15362040208515.0
417,2.0,,1441,15355323108108.0
蓮ノ休日党紅茶会,1.0,,1442,15334742324158.0
◯in段ボール,0.0,,1443,15290003021529.0
のちもたーズ,2.0,,1444,14865009110979.0
ブレイクスルー,1.0,,1445,14737609912390.0
蓮ノ空長野支部,1.0,,1446,14691518516559.0
蓮ノ空チア部,2.0,,1447,14533995554041.0
せーおた,0.0,,1448,14441637400970.0
さや弁食べたい,3.0,,1449,14348175794486.0
蓮ノ空百合同好会,0.0,,1450,14326308910471.0
さやと共に学び隊,1.0,,1451,14220646318350.0
上ノ空昼寝クラブ,1.0,,1452,14151753403107.0
ネオヴェネツィア,1.0,,1453,13939332162577.0
元乃木坂ヲタク,1.0,,1454,13720811436276.0
まったりゆったり,1.0,,1455,13577276073887.0
めぐにゃん懺悔室,1.0,,1456,13545095449875.0
ラ！の会,1.0,,1457,13538837902188.0
のんのん日和,9.0,,1458,13314145854735.0
アラフィフ,1.0,,1459,13144151188423.0
チシマザクラ,0.0,,1460,13030059363513.0
BRSMS,0.0,,1461,12883673207583.0
四高芸楽部,1.0,,1462,12814631059478.0
1500,0.0,,1463,12798123648148.0
気ままに,1.0,,1464,12779903898809.0
鯖の味噌煮定食,1.0,,1465,12739118446321.0
零協,0.0,,1466,12641526054303.0
気楽にプレイ中,0.0,,1467,12587361627177.0
ドルケ推し同好会,1.0,,1468,12466811196346.0
あむ,1.0,,1469,12439473168406.0
千の蓮,0.0,,1470,12355522734104.0
ｱｼﾞｭｰﾙ,1.0,,1471,12351998222848.0
SIDF,1.0,,1472,12326363342756.0
あなたちゃんズ,0.0,,1473,12261208513533.0
音ノ空工業学園,2.0,,1474,12004559539710.0
アクスタお供え場,1.0,,1475,11999364914422.0
ゆったり蓮ノ空部,0.0,,1476,11958165754876.0
スターライト学園,2.0,,1477,11922121950262.0
Sky,2.0,,1478,11869464079636.0
アイドル研究部,1.0,,1479,11651242998892.0
circle,1.0,,1480,11440878568909.0
吟!!蓮女塾,1.0,,1481,11313328082677.0
＿,0.0,,1482,11287681653778.0
限界オタク,2.0,,1483,11219680530722.0
なゆりーず,0.0,,1484,11215248431995.0
ペン回し同好会,0.0,,1485,11135907005487.0
自由にやります,3.0,,1486,10968466351762.0
Andante,0.0,,1487,10763463634289.0
ぼっちざ 3rd,0.0,,1488,10609680881462.0
ちくわ耳,1.0,,1489,10593040621567.0
一人サークル,0.0,,1490,10501273477929.0
黒猫の魔法使い,1.0,,1491,10482633171938.0
かんちゅけ親衛隊,1.0,,1492,10346029328860.0
HA,1.0,,1493,10314649687212.0
穂乃クロール,1.0,,1494,10296006025346.0
あんやとナス,1.0,,1495,9881105291546.0
さやかなた,1.0,,1496,9766835542500.0
自己中騎士団,1.0,,1497,9742204627151.0
Liella!,3.0,,1498,9269250494483.0
わちゃわちゃC,0.0,,1499,9241539414613.0
（仮）,0.0,,1500,9179200251288.0
晴れた日のベンチ,2.0,,1501,9150243730768.0
かりかりくん,0.0,,1502,9149260574529.0
℃！℉！度！,1.0,,1503,9122427167505.0
小林,1.0,,1504,9114589204996.0
くるくるポーズ,0.0,,1505,9091249381836.0
さっぱり塩ダレ,0.0,,1506,8980061005702.0
しゅうまつクラブ,2.0,,1507,8920246924257.0
適当に,2.0,,1508,8811334259198.0
ゆっくりよわよわ,2.0,,1509,8729985653494.0
自警団,1.0,,1510,8698581532536.0
綴理かわいい,0.0,,1511,8681726255614.0
こんめぐこんこず,2.0,,1512,8616685694135.0
蓮の空 応援,0.0,,1513,8507729401830.0
Treple T,2.0,,1514,8404954243037.0
くろけだま,0.0,,1515,8361696136716.0
アフター気になる,1.0,,1516,8326909730464.0
マンモクスン！,1.0,,1517,8313077174412.0
なんとかなる！,1.0,,1518,8299769900527.0
ズワイクラブ(仮,1.0,,1519,8276908605772.0
ゴリぶちクラブ,0.0,,1520,8167400816956.0
こずかほ最高,1.0,,1521,8073789481733.0
さーもん党。,0.0,,1522,7978664896430.0
百万石の命の鼓動,1.0,,1523,7896893004513.0
蓮アフタークラブ,3.0,,1524,7895234651345.0
Kimimin,2.0,,1525,7879870391855.0
ゆずいろ,0.0,,1526,7817164626800.0
ささいなサークル,0.0,,1527,7747426206382.0
シャウトラバーズ,1.0,,1528,7631880525901.0
アスクの村,0.0,,1529,7604296032192.0
リンクラ同好会,3.0,,1530,7534644259223.0
梢先輩しか勝たん,1.0,,1531,7405391106791.0
始めたばかりです,2.0,,1532,7372638951555.0
蓮ノ空の学食,1.0,,1533,7211809743102.0
さーくるりん,1.0,,1534,7170733850745.0
無所属,1.0,,1535,7084596816312.0
推しの笑顔が栄養,1.0,,1536,7056161521858.0
ジャンボリー,1.0,,1537,7026464581685.0
N国党,0.0,,1538,6996459236058.0
蓮空山岡家同好会,0.0,,1539,6944270600984.0
未来ガジェット部,1.0,,1540,6853099278016.0
ライグラ報酬集め,4.0,,1541,6811440246269.0
どうしようか,1.0,,1542,6770634546126.0
CB金沢支部,1.0,,1543,6693136638309.0
大好きをさけ部,1.0,,1544,6604255634396.0
蓮ノ空G's部,1.0,,1545,6590282426986.0
103期が最強,1.0,,1546,6570289618675.0
36,1.0,,1547,6569496086731.0
flower,1.0,,1548,6566718654076.0
裳抜けの殻,1.0,,1549,6550852400992.0
フジビュー,0.0,,1550,6516760534625.0
ぼっち,1.0,,1551,6455407742781.0
蓮ノ空登山部,1.0,,1552,6370022589943.0
仮,1.0,,1553,6267087936005.0
蓮沼,0.0,,1554,6264881926303.0
蓮ノ空いかだ部,1.0,,1555,6235074534764.0
ひよっこ,3.0,,1556,6196283969719.0
ひそかに,1.0,,1557,6126657463867.0
Ricebird,2.0,,1558,6078080285699.0
餃子の満州,0.0,,1559,6027358826077.0
蓮蓮蓮,0.0,,1560,5970823046534.0
愛トモの会,2.0,,1561,5948773013426.0
蓮ノ空保護者会,1.0,,1562,5942041446172.0
Liverの集い,1.0,,1563,5939350962009.0
弾幕系処理落ち,1.0,,1564,5936075371163.0
かほさんぽ,0.0,,1565,5816390697597.0
蓮之空学园同好会,3.0,,1566,5760122892744.0
ラブライバー,0.0,,1567,5757201083860.0
SRK組,2.0,,1568,5632177573976.0
秘密倶楽部,0.0,,1569,5583505674582.0
野村由美子,1.0,,1570,5534316264314.0
麺同好会,0.0,,1571,5424935357145.0
pixel,1.0,,1572,5419243969742.0
水彩世界は正座,6.0,,1573,5215191416048.0
ゆ,0.0,,1574,5194180516367.0
墓,0.0,,1575,5141426272812.0
楡井守護隊,0.0,,1576,5104027135243.0
陰のラブライバー,1.0,,1577,5034940269719.0
蓮の空自由人,0.0,,1578,5012466749838.0
金欠リンクラ部,1.0,,1579,4943390612700.0
EWS,1.0,,1580,4941515449703.0
コイコイクラブ,4.0,,1581,4846536781938.0
猫カフェ,1.0,,1582,4786017030668.0
アフターヘイブン,1.0,,1583,4759105399253.0
よろよろドンドン,1.0,,1584,4669361609460.0
キング観光柳橋店,1.0,,1585,4627968567756.0
家に猫がいます,8.0,,1586,4603045154268.0
目標1500位,3.0,,1587,4532139867477.0
さきほこれ,0.0,,1588,4492805444371.0
西木野赤マキ,0.0,,1589,4472123013157.0
向日葵が丘高校,0.0,,1590,4409268458094.0
まるさんかく,2.0,,1591,4401797706400.0
瑠璃乃推し大阪,2.0,,1592,4401257803317.0
0,0.0,,1593,4392948495167.0
いちご大福,1.0,,1594,4344595085130.0
フェディエルHL,1.0,,1595,4199579672954.0
蓮ノ空野外活動部,1.0,,1596,4156267281597.0
ドングリ同好会,1.0,,1597,4149392738069.0
私たち、輝き隊,2.0,,1598,4145225457654.0
squirrel,0.0,,1599,4139537815705.0
ふわふわたいむ,1.0,,1600,4129306881443.0
無言&出入り自由,6.0,,1601,4104347080111.0
大阪の帰宅部,0.0,,1602,4031293822536.0
サークル103,0.0,,1603,3967612340938.0
あまいのサークル,1.0,,1604,3942585967673.0
とりあえずの組,1.0,,1605,3916662605446.0
ラッキー徒町,1.0,,1606,3886675451700.0
グリモアの集い,1.0,,1607,3844292655539.0
咲く蓮の花,0.0,,1608,3804485117075.0
乙宗梢倶楽部,4.0,,1609,3786074994180.0
蓮ノ空鉄道研究会,4.0,,1610,3763599124092.0
アトラリンクラ部,0.0,,1611,3743785338805.0
おばんです,1.0,,1612,3713574040614.0
蓮ノ空TCG部,3.0,,1613,3709301070919.0
蓮ノ蓮,1.0,,1614,3703711761364.0
初心者向け,2.0,,1615,3641134350886.0
ミジん子,1.0,,1616,3607569574341.0
ABC,0.0,,1617,3562845475590.0
さや処札幌店,2.0,,1618,3558175421863.0
休日∞休日,0.0,,1619,3467527739603.0
蓮ノ空ＳＣ予定地,1.0,,1620,3460690091027.0
主体思想研究部,2.0,,1621,3424677660842.0
姫芽、さやか推し,0.0,,1622,3422353872145.0
きゃらめる,4.0,,1623,3409611929898.0
シングル,0.0,,1624,3384834881004.0
箱推し体質連盟,0.0,,1625,3380198117518.0
蓮ノ空旅行部,1.0,,1626,3364246714396.0
水曜日,0.0,,1627,3343812244062.0
お気楽亭,1.0,,1628,3324770225788.0
ハロめぐ党無言可,4.0,,1629,3313719285877.0
悠久,1.0,,1630,3278234273310.0
ただの百合好き,0.0,,1631,3264240935795.0
超初心者,1.0,,1632,3239976540701.0
蓮ノ空ダーツ部,2.0,,1633,3232354888960.0
ぺろぺ,0.0,,1634,3182565816213.0
After見たい,2.0,,1635,3178802510027.0
LttF亡霊,2.0,,1636,3130120615398.0
Tee,1.0,,1637,3113153456889.0
寝そべりクラブ,4.0,,1638,3109099960290.0
ねそ,0.0,,1639,3086196243232.0
ちぇすとー！,0.0,,1640,3084787638131.0
チーム清水LL,0.0,,1641,2992877576111.0
蓮ノ空クレープ部,1.0,,1642,2992738578062.0
つづさや親衛隊,5.0,,1643,2989929660073.0
HCSK寮,1.0,,1644,2982269034183.0
虹ノ空女学院,1.0,,1645,2980622396962.0
スリーズブーケ党,2.0,,1646,2966740459905.0
梢推し隊仙台支社,1.0,,1647,2962347778842.0
こずかほの花園,0.0,,1648,2918020052047.0
Solairis,1.0,,1649,2902213166960.0
蓮ノ空♪山百合会,1.0,,1650,2900601166502.0
長老連合,0.0,,1651,2890014058045.0
蓮の空ダイアモン,1.0,,1652,2883693053297.0
蓮ノ空城郭研究会,1.0,,1653,2880209921607.0
SOLAR,1.0,,1654,2879293416791.0
オケオケオッケー,0.0,,1655,2856687369087.0
ルビコン解放戦線,1.0,,1656,2815756864301.0
雰囲気プレイ部,1.0,,1657,2780921431284.0
粉骨砕身藤島慈,2.0,,1658,2758855807331.0
化身部,0.0,,1659,2691104787188.0
はっす,2.0,,1660,2670715657524.0
なんにもしらん,0.0,,1661,2625070401792.0
ぼっち丸,1.0,,1662,2619272157799.0
放課後リンクラ部,4.0,,1663,2613018790697.0
アルナシエン,1.0,,1664,2612591223498.0
skier,1.0,,1665,2593832760004.0
FC.RaNa,1.0,,1666,2580998759580.0
蓮ノ空SIクラブ,0.0,,1667,2572556400324.0
ちぇす党♪,0.0,,1668,2557213368631.0
アフター用,0.0,,1669,2537252075852.0
ノットドドド,0.0,,1670,2534767999397.0
どこか入っとき隊,1.0,,1671,2492401046055.0
だっぷとサークル,1.0,,1672,2481135193218.0
トキメキ同好会♡,1.0,,1673,2474994901780.0
3724,1.0,,1674,2464235048465.0
蓮女労働組合,0.0,,1675,2447388624872.0
蓮ノ庭,0.0,,1676,2426883461430.0
浮かれポンチ部,0.0,,1677,2420523755126.0
スリーズブーケ,1.0,,1678,2336070510308.0
梢吟子党,1.0,,1679,2249812053832.0
冥いゆりかご,0.0,,1680,2233727583153.0
のんびりリンクラ,2.0,,1681,2214656954782.0
初心者です,0.0,,1682,2200064331806.0
泥人の沼,0.0,,1683,2194192139776.0
自由庭園,0.0,,1684,2188054769046.0
さやかの水着,2.0,,1685,2097627577741.0
サークルK,0.0,,1686,2077263849576.0
